,D0_4,D0_5,D0_6,D0_7,D0_8,D0_9,D0_10,D0_11,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,N0_4,N0_5,N0_6,N0_7,N0_8,N0_9,N0_10,N0_11,W0_4,W0_5,W0_6,W0_7,W0_8,W0_9,W0_10,W0_11,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W1_11,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W3_4,W3_5,W3_6,W3_7,W3_8,W3_9,W3_10,W3_11,W4_4,W4_5,W4_6,W4_7,W4_8,W4_9,W4_10,W4_11,average_temp_4,average_temp_5,average_temp_6,average_temp_7,average_temp_8,average_temp_9,average_temp_10,average_temp_11,yield,state_ALABAMA,state_ARIZONA,state_ARKANSAS,state_CALIFORNIA,state_COLORADO,state_DELAWARE,state_FLORIDA,state_GEORGIA,state_IDAHO,state_ILLINOIS,state_INDIANA,state_IOWA,state_KANSAS,state_KENTUCKY,state_LOUISIANA,state_MARYLAND,state_MICHIGAN,state_MINNESOTA,state_MISSISSIPPI,state_MISSOURI,state_MONTANA,state_NEBRASKA,state_NEW JERSEY,state_NEW MEXICO,state_NEW YORK,state_NORTH CAROLINA,state_NORTH DAKOTA,state_OHIO,state_OKLAHOMA,state_OREGON,state_SOUTH CAROLINA,state_SOUTH DAKOTA,state_TENNESSEE,state_TEXAS,state_UTAH,state_VIRGINIA,state_WASHINGTON,state_WEST VIRGINIA,state_WISCONSIN,state_WYOMING,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
10,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.1,10.1,22.3,63.5,23.0,19.7,12.1,92.9,99.9,89.8,77.7,36.0,76.9,80.2,87.9,73.2,95.3,62.1,49.9,18.7,62.1,65.8,75.1,46.0,60.8,18.0,15.2,1.9,24.8,28.5,50.0,31.0,42.4,5.7,4.5,0.0,4.2,5.1,22.4,9.7,13.5,1.1,0.0,0.0,0.0,0.0,5.9,56.6,65.4,73.8,80.0,82.0,79.8,69.2,56.1,36.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,94.3,88.4,98.1,99.9,99.5,93.8,54.0,86.6,83.3,60.5,90.5,98.3,95.0,77.8,24.7,73.5,38.4,8.2,36.5,78.2,64.6,24.6,1.5,28.8,10.2,2.3,13.8,43.8,34.6,10.2,0.0,11.4,0.8,0.6,2.0,6.1,8.8,1.6,0.0,3.0,5.7,11.6,1.9,0.1,0.5,6.2,45.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,67.0,73.6,80.6,79.9,74.9,66.6,58.3,55.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,7.9,12.2,1.6,0.3,0.0,1.9,7.9,12.5,0.0,1.5,0.0,0.0,0.0,0.0,1.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,74.3,63.0,61.0,40.4,79.7,81.7,79.8,30.5,13.5,35.5,38.7,59.6,18.4,10.4,7.8,12.9,0.5,13.2,9.3,22.0,3.9,0.9,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.4,66.0,74.0,77.9,79.0,75.4,68.1,59.6,66.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,2.5,0.0,1.3,16.7,20.5,19.2,3.1,92.2,97.5,100.1,98.7,83.2,77.6,80.3,96.9,79.3,90.7,97.6,91.4,68.5,58.7,61.8,76.6,51.5,61.9,84.7,59.0,46.6,32.2,32.4,39.3,33.0,45.1,63.2,38.1,28.0,15.9,16.7,18.7,14.7,20.1,33.5,17.7,10.7,5.1,5.4,3.8,54.9,63.2,71.6,77.6,80.8,76.6,68.0,58.6,59.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,0.0,0.0,0.6,0.5,0.0,58.1,20.7,20.5,0.0,0.0,0.0,0.0,0.0,25.4,9.7,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4,20.9,46.2,42.2,67.1,41.7,72.5,59.1,54.7,79.1,53.2,57.3,32.9,0.3,6.9,20.4,30.1,59.4,33.6,36.3,15.6,0.0,2.6,7.7,6.6,17.1,4.4,10.9,2.7,0.0,0.5,1.1,1.3,4.4,0.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,64.9,72.9,77.6,77.8,74.9,71.0,60.6,65.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,84.8,91.5,73.8,78.7,77.8,56.0,12.0,33.8,61.1,77.7,47.8,46.0,45.6,24.4,2.7,10.7,23.7,25.7,4.9,9.8,12.0,2.7,0.0,0.7,10.2,6.7,0.4,1.9,4.3,0.3,0.0,0.0,2.7,0.1,0.0,0.0,0.3,0.0,0.0,0.0,15.3,8.6,26.2,21.3,22.1,43.1,69.4,55.9,0.0,0.0,0.0,0.0,0.0,0.9,18.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4,67.3,74.0,78.0,78.4,75.6,70.1,64.4,75.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,75.3,71.2,85.0,100.0,100.0,99.8,84.0,27.5,66.9,63.7,69.3,98.4,98.6,93.2,64.2,13.0,58.0,52.3,53.2,72.1,77.9,65.2,31.0,4.6,53.2,44.9,43.1,61.5,65.5,50.9,11.9,1.7,32.8,22.5,26.1,52.9,47.8,33.9,4.2,0.5,23.3,26.8,15.0,0.0,0.0,0.3,15.9,59.2,1.5,2.2,0.1,0.0,0.0,0.0,0.0,13.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,66.9,75.2,80.6,80.4,77.4,70.4,61.6,57.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,0.0,0.0,0.0,6.5,54.4,43.1,84.9,92.7,0.0,0.0,0.0,1.3,33.9,22.6,60.2,82.8,0.0,0.0,0.0,0.0,8.0,4.8,19.5,44.4,0.0,0.0,0.0,0.0,0.0,0.9,7.1,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.3,50.5,56.9,46.1,64.9,42.7,54.2,14.2,7.2,49.5,43.0,53.9,28.5,2.9,2.7,0.9,0.0,25.1,25.9,32.6,12.6,2.0,1.3,0.0,0.0,0.5,3.1,9.3,0.4,0.7,0.0,0.0,0.0,0.0,0.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.8,75.2,78.6,80.8,77.4,65.7,56.8,72.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,89.6,99.3,100.1,88.0,95.1,45.0,45.0,18.0,73.9,90.6,97.6,64.7,84.5,28.1,29.3,2.8,43.6,53.1,71.2,45.8,56.0,9.0,8.5,0.0,25.4,30.6,59.3,26.0,39.1,4.4,0.1,0.0,3.6,5.1,31.8,6.3,18.5,0.0,0.0,0.0,10.4,0.7,0.0,12.0,4.9,51.1,51.6,74.1,0.1,0.0,0.0,0.0,0.0,3.8,3.4,7.9,0.0,0.0,0.0,0.0,0.0,1.8,1.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,65.6,72.7,78.0,79.6,77.4,66.8,57.8,44.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,9.9,5.2,1.1,0.3,5.8,1.4,0.3,0.0,5.6,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,42.0,38.6,26.7,46.8,37.7,27.4,0.4,45.6,52.8,60.4,73.1,47.4,61.0,72.3,99.7,29.6,36.2,39.4,54.4,33.4,53.0,62.2,90.2,9.2,10.2,11.1,25.3,15.2,33.7,34.0,49.9,0.5,0.9,6.0,12.0,6.3,24.2,21.8,27.9,0.0,0.0,0.5,2.3,0.9,11.6,6.5,9.9,59.2,64.8,72.3,77.3,78.6,75.8,67.6,58.2,81.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
