,month,year,state,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
3570,3,1956,Massachusetts,28.6,29.6,-71.79863942,42.2533024
3571,3,1956,Michigan,22.8,24,-85.43716696,44.35068131
3572,3,1956,Minnesota,14.3,18.7,-94.30901265,46.31633293
3573,3,1956,Mississippi,54,51.9,-89.66521368,32.75086663
3574,3,1956,Missouri,39.6,38.7,-92.47741016,38.36761316
3575,3,1956,Montana,22.8,25.3,-109.6451486,47.03353642
3576,3,1956,Nebraska,29.8,31.3,-99.81080907,41.52714896
3577,3,1956,Nevada,34.2,36.8,-116.6552255,39.35623735
3578,3,1956,New Hampshire,22.1,23.7,-71.57759415,43.68563175
3579,3,1956,New Jersey,35.2,34.9,-74.66075411,40.18442736
3580,3,1956,New Mexico,38.8,40.7,-106.1083886,34.42137076
3581,3,1956,New York,24.8,25.7,-75.50311828,42.94039011
3582,3,1956,North Carolina,47.2,45.7,-79.37237975,35.54153412
3583,3,1956,North Dakota,14.5,18.3,-100.4693211,47.44633852
3584,3,1956,Ohio,34.6,33.7,-82.7900612,40.29145221
3585,3,1956,Oklahoma,45.8,45.2,-97.50829271,35.58348565
3586,3,1956,Oregon,32.6,36.2,-120.5554134,43.93664816
3587,3,1956,Pennsylvania,31.4,31.2,-77.79955956,40.87383785
3588,3,1956,Rhode Island,31.4,32,-71.55361205,41.67608139
3589,3,1956,South Carolina,52.3,50.3,-80.89613969,33.90797425
3590,3,1956,South Dakota,22.1,25.3,-100.2305075,44.4361607
3591,3,1956,Tennessee,46.9,44.3,-86.34338037,35.84298709
3592,3,1956,Texas,53.2,52.9,-99.35069715,31.48446438
3593,3,1956,Utah,31.6,33.9,-111.6782164,39.32379475
3594,3,1956,Vermont,20.7,21.9,-72.66264936,44.07519583
3595,3,1956,Virginia,42.1,40.7,-78.81225447,37.51502389
3596,3,1956,Washington,30.2,35.9,-120.4468664,47.38096888
3597,3,1956,West Virginia,38.6,36.8,-80.61371197,38.64259874
3598,3,1956,Wisconsin,19.5,22.3,-90.01169426,44.63803019
3599,3,1956,Wyoming,22.7,25.7,-107.5514541,42.99964203
3600,4,1956,Alabama,57.9,59,-86.82837194,32.78983219
3601,4,1956,Arizona,53.1,53.1,-111.6644183,34.29310987
3602,4,1956,Arkansas,54.8,55.9,-92.43926766,34.89974533
3603,4,1956,California,51.1,51.4,-119.610699,37.24607067
3604,4,1956,Colorado,37.6,38.1,-105.5478247,38.99855182
3605,4,1956,Connecticut,36.6,40.7,-72.72570604,41.62028634
3606,4,1956,Delaware,45.2,47.4,-75.40040409,38.88701645
3607,4,1956,Florida,65.6,66.6,-81.79746387,28.62843926
3608,4,1956,Georgia,58,59.1,-83.44634183,32.64922907
3609,4,1956,Idaho,36.6,36.8,-114.6593823,44.08908951
3610,4,1956,Illinois,44.7,45.7,-89.19839676,40.06504091
3611,4,1956,Indiana,43.8,45,-86.27563973,39.90814123
3612,4,1956,Iowa,39,41.4,-93.50006496,42.07462688
3613,4,1956,Kansas,47.4,47.9,-98.38021317,38.48470815
3614,4,1956,Kentucky,49,50.3,-85.29045609,37.52666746
3615,4,1956,Louisiana,61.8,62.7,-92.58566202,31.05840696
3616,4,1956,Maine,28.4,32.1,-69.22664746,45.37143349
3617,4,1956,Maryland,45.2,47.3,-76.77245461,39.0369223
3618,4,1956,Massachusetts,35.2,39.4,-71.79863942,42.2533024
3619,4,1956,Michigan,32.4,35.4,-85.43716696,44.35068131
3620,4,1956,Minnesota,28.4,33.4,-94.30901265,46.31633293
3621,4,1956,Mississippi,58.6,59.6,-89.66521368,32.75086663
3622,4,1956,Missouri,48.5,49.1,-92.47741016,38.36761316
3623,4,1956,Montana,33.6,35.1,-109.6451486,47.03353642
3624,4,1956,Nebraska,39.6,41.8,-99.81080907,41.52714896
3625,4,1956,Nevada,43.3,43.1,-116.6552255,39.35623735
3626,4,1956,New Hampshire,29.9,34.8,-71.57759415,43.68563175
3627,4,1956,New Jersey,41.2,44.4,-74.66075411,40.18442736
3628,4,1956,New Mexico,47.4,47.5,-106.1083886,34.42137076
3629,4,1956,New York,32.6,36.6,-75.50311828,42.94039011
3630,4,1956,North Carolina,52.3,53.6,-79.37237975,35.54153412
3631,4,1956,North Dakota,28,33,-100.4693211,47.44633852
3632,4,1956,Ohio,41.8,43.9,-82.7900612,40.29145221
3633,4,1956,Oklahoma,54.4,54.3,-97.50829271,35.58348565
3634,4,1956,Oregon,41.2,41.1,-120.5554134,43.93664816
3635,4,1956,Pennsylvania,38.6,41.3,-77.79955956,40.87383785
3636,4,1956,Rhode Island,37.2,40.9,-71.55361205,41.67608139
3637,4,1956,South Carolina,56.8,57.9,-80.89613969,33.90797425
3638,4,1956,South Dakota,34.1,37.8,-100.2305075,44.4361607
3639,4,1956,Tennessee,52,53.1,-86.34338037,35.84298709
3640,4,1956,Texas,60.8,60.6,-99.35069715,31.48446438
3641,4,1956,Utah,41.8,41.4,-111.6782164,39.32379475
3642,4,1956,Vermont,28.8,33.5,-72.66264936,44.07519583
3643,4,1956,Virginia,47.8,49.4,-78.81225447,37.51502389
3644,4,1956,Washington,41.2,41.9,-120.4468664,47.38096888
3645,4,1956,West Virginia,43.9,46,-80.61371197,38.64259874
3646,4,1956,Wisconsin,31.6,35.5,-90.01169426,44.63803019
3647,4,1956,Wyoming,33,34,-107.5514541,42.99964203
3648,5,1956,Alabama,67.2,66.7,-86.82837194,32.78983219
3649,5,1956,Arizona,61.4,60.9,-111.6644183,34.29310987
3650,5,1956,Arkansas,65.5,64.6,-92.43926766,34.89974533
3651,5,1956,California,57,57.4,-119.610699,37.24607067
3652,5,1956,Colorado,48.3,47.2,-105.5478247,38.99855182
3653,5,1956,Connecticut,47.8,51.3,-72.72570604,41.62028634
3654,5,1956,Delaware,55.2,57,-75.40040409,38.88701645
3655,5,1956,Florida,72.3,72.2,-81.79746387,28.62843926
3656,5,1956,Georgia,67.1,67,-83.44634183,32.64922907
3657,5,1956,Idaho,46.9,45.1,-114.6593823,44.08908951
3658,5,1956,Illinois,56.8,56.8,-89.19839676,40.06504091
3659,5,1956,Indiana,55.2,56,-86.27563973,39.90814123
3660,5,1956,Iowa,53.4,53.9,-93.50006496,42.07462688
3661,5,1956,Kansas,59.8,58.5,-98.38021317,38.48470815
3662,5,1956,Kentucky,59.4,59.8,-85.29045609,37.52666746
3663,5,1956,Louisiana,70.4,69.9,-92.58566202,31.05840696
3664,5,1956,Maine,40.9,44.4,-69.22664746,45.37143349
3665,5,1956,Maryland,55.5,57.2,-76.77245461,39.0369223
3666,5,1956,Massachusetts,46.6,50.3,-71.79863942,42.2533024
3667,5,1956,Michigan,45.5,47.7,-85.43716696,44.35068131
3668,5,1956,Minnesota,44.7,47.8,-94.30901265,46.31633293
3669,5,1956,Mississippi,68.4,67.5,-89.66521368,32.75086663
3670,5,1956,Missouri,60.4,59.4,-92.47741016,38.36761316
3671,5,1956,Montana,44.6,45.5,-109.6451486,47.03353642
3672,5,1956,Nebraska,51.9,53,-99.81080907,41.52714896
3673,5,1956,Nevada,51.1,50.8,-116.6552255,39.35623735
3674,5,1956,New Hampshire,42.6,46.7,-71.57759415,43.68563175
3675,5,1956,New Jersey,51.8,54.5,-74.66075411,40.18442736
3676,5,1956,New Mexico,56.7,55.8,-106.1083886,34.42137076
3677,5,1956,New York,45,48.6,-75.50311828,42.94039011
3678,5,1956,North Carolina,61.6,62.1,-79.37237975,35.54153412
3679,5,1956,North Dakota,44,47.5,-100.4693211,47.44633852
3680,5,1956,Ohio,53,54.6,-82.7900612,40.29145221
3681,5,1956,Oklahoma,65.7,63.7,-97.50829271,35.58348565
3682,5,1956,Oregon,49,47.2,-120.5554134,43.93664816
3683,5,1956,Pennsylvania,49.8,52.3,-77.79955956,40.87383785
3684,5,1956,Rhode Island,47.4,50.8,-71.55361205,41.67608139
3685,5,1956,South Carolina,66,66.1,-80.89613969,33.90797425
3686,5,1956,South Dakota,47.8,50.3,-100.2305075,44.4361607
3687,5,1956,Tennessee,62,61.8,-86.34338037,35.84298709
3688,5,1956,Texas,70.2,68.7,-99.35069715,31.48446438
3689,5,1956,Utah,51.3,50.1,-111.6782164,39.32379475
3690,5,1956,Vermont,41.8,46,-72.66264936,44.07519583
3691,5,1956,Virginia,57.6,58.6,-78.81225447,37.51502389
3692,5,1956,Washington,51,48.5,-120.4468664,47.38096888
3693,5,1956,West Virginia,54.4,55.7,-80.61371197,38.64259874
3694,5,1956,Wisconsin,46.4,48.6,-90.01169426,44.63803019
3695,5,1956,Wyoming,44.3,43.6,-107.5514541,42.99964203
3696,6,1956,Alabama,74.8,74.1,-86.82837194,32.78983219
3697,6,1956,Arizona,72.2,69.7,-111.6644183,34.29310987
3698,6,1956,Arkansas,74,72.5,-92.43926766,34.89974533
3699,6,1956,California,64.8,64.5,-119.610699,37.24607067
3700,6,1956,Colorado,60.4,56.5,-105.5478247,38.99855182
3701,6,1956,Connecticut,60,61.1,-72.72570604,41.62028634
3702,6,1956,Delaware,65.8,66.5,-75.40040409,38.88701645
3703,6,1956,Florida,77.6,77.2,-81.79746387,28.62843926
3704,6,1956,Georgia,74.6,74.1,-83.44634183,32.64922907
3705,6,1956,Idaho,54.2,53,-114.6593823,44.08908951
3706,6,1956,Illinois,68.6,66.7,-89.19839676,40.06504091
3707,6,1956,Indiana,66.8,66,-86.27563973,39.90814123
3708,6,1956,Iowa,67.6,64.4,-93.50006496,42.07462688
3709,6,1956,Kansas,73.2,68.4,-98.38021317,38.48470815
3710,6,1956,Kentucky,69,68.4,-85.29045609,37.52666746
3711,6,1956,Louisiana,76.9,76.5,-92.58566202,31.05840696
3712,6,1956,Maine,52.4,55.2,-69.22664746,45.37143349
3713,6,1956,Maryland,65.8,66.5,-76.77245461,39.0369223
3714,6,1956,Massachusetts,58.8,60.1,-71.79863942,42.2533024
3715,6,1956,Michigan,58.4,58.4,-85.43716696,44.35068131
3716,6,1956,Minnesota,60.6,59,-94.30901265,46.31633293
3717,6,1956,Mississippi,75.6,74.9,-89.66521368,32.75086663
3718,6,1956,Missouri,70.9,68.6,-92.47741016,38.36761316
3719,6,1956,Montana,56.4,54.3,-109.6451486,47.03353642
3720,6,1956,Nebraska,67.4,63.4,-99.81080907,41.52714896
3721,6,1956,Nevada,60.2,59.4,-116.6552255,39.35623735
3722,6,1956,New Hampshire,55.2,57.1,-71.57759415,43.68563175
3723,6,1956,New Jersey,63.4,64.2,-74.66075411,40.18442736
3724,6,1956,New Mexico,68.2,64.7,-106.1083886,34.42137076
3725,6,1956,New York,57.2,59,-75.50311828,42.94039011
3726,6,1956,North Carolina,70.5,70,-79.37237975,35.54153412
3727,6,1956,North Dakota,60.6,58.3,-100.4693211,47.44633852
3728,6,1956,Ohio,64.2,64.5,-82.7900612,40.29145221
3729,6,1956,Oklahoma,76.4,72.4,-97.50829271,35.58348565
3730,6,1956,Oregon,54.1,53.8,-120.5554134,43.93664816
3731,6,1956,Pennsylvania,60.8,61.9,-77.79955956,40.87383785
3732,6,1956,Rhode Island,58.9,60.3,-71.55361205,41.67608139
3733,6,1956,South Carolina,74.6,73.7,-80.89613969,33.90797425
3734,6,1956,South Dakota,64.6,60.9,-100.2305075,44.4361607
3735,6,1956,Tennessee,70.8,70,-86.34338037,35.84298709
3736,6,1956,Texas,79,76,-99.35069715,31.48446438
3737,6,1956,Utah,61.8,59.3,-111.6782164,39.32379475
3738,6,1956,Vermont,54.2,56.7,-72.66264936,44.07519583
3739,6,1956,Virginia,67,67,-78.81225447,37.51502389
3740,6,1956,Washington,55.1,54.8,-120.4468664,47.38096888
3741,6,1956,West Virginia,64.1,64.3,-80.61371197,38.64259874
3742,6,1956,Wisconsin,60.3,59.4,-90.01169426,44.63803019
3743,6,1956,Wyoming,56.6,53,-107.5514541,42.99964203
3744,7,1956,Alabama,77.9,78.7,-86.82837194,32.78983219
3745,7,1956,Arizona,77.9,77.1,-111.6644183,34.29310987
3746,7,1956,Arkansas,78.5,78.4,-92.43926766,34.89974533
3747,7,1956,California,71.4,71.5,-119.610699,37.24607067
3748,7,1956,Colorado,66,64.2,-105.5478247,38.99855182
3749,7,1956,Connecticut,67.6,68.1,-72.72570604,41.62028634
3750,7,1956,Delaware,72.6,73.2,-75.40040409,38.88701645
3751,7,1956,Florida,79.7,80.3,-81.79746387,28.62843926
3752,7,1956,Georgia,77.9,78.6,-83.44634183,32.64922907
3753,7,1956,Idaho,61.2,60.8,-114.6593823,44.08908951
3754,7,1956,Illinois,73.6,73.5,-89.19839676,40.06504091
3755,7,1956,Indiana,72.4,72.5,-86.27563973,39.90814123
3756,7,1956,Iowa,72.9,71.5,-93.50006496,42.07462688
3757,7,1956,Kansas,78.8,76.2,-98.38021317,38.48470815
3758,7,1956,Kentucky,73.9,74.4,-85.29045609,37.52666746
3759,7,1956,Louisiana,80.2,80.8,-92.58566202,31.05840696
3760,7,1956,Maine,60.8,62.6,-69.22664746,45.37143349
3761,7,1956,Maryland,72.2,72.8,-76.77245461,39.0369223
3762,7,1956,Massachusetts,66.6,67.1,-71.79863942,42.2533024
3763,7,1956,Michigan,65.2,65.7,-85.43716696,44.35068131
3764,7,1956,Minnesota,66.8,66.3,-94.30901265,46.31633293
3765,7,1956,Mississippi,79.1,79.6,-89.66521368,32.75086663
3766,7,1956,Missouri,75.5,75.3,-92.47741016,38.36761316
3767,7,1956,Montana,63.3,62,-109.6451486,47.03353642
3768,7,1956,Nebraska,73.8,71.5,-99.81080907,41.52714896
3769,7,1956,Nevada,67.8,68,-116.6552255,39.35623735
3770,7,1956,New Hampshire,62.8,64,-71.57759415,43.68563175
3771,7,1956,New Jersey,70.2,71,-74.66075411,40.18442736
3772,7,1956,New Mexico,72.7,70.9,-106.1083886,34.42137076
3773,7,1956,New York,64.6,65.8,-75.50311828,42.94039011
3774,7,1956,North Carolina,75.4,75.2,-79.37237975,35.54153412
3775,7,1956,North Dakota,67.1,66,-100.4693211,47.44633852
3776,7,1956,Ohio,70.3,70.9,-82.7900612,40.29145221
3777,7,1956,Oklahoma,81.8,79.4,-97.50829271,35.58348565
3778,7,1956,Oregon,60.7,61,-120.5554134,43.93664816
3779,7,1956,Pennsylvania,67.2,68.2,-77.79955956,40.87383785
3780,7,1956,Rhode Island,67.1,67.5,-71.55361205,41.67608139
3781,7,1956,South Carolina,78.9,78.4,-80.89613969,33.90797425
3782,7,1956,South Dakota,71.4,69.1,-100.2305075,44.4361607
3783,7,1956,Tennessee,75.3,75.5,-86.34338037,35.84298709
3784,7,1956,Texas,83,81,-99.35069715,31.48446438
3785,7,1956,Utah,69,67.8,-111.6782164,39.32379475
3786,7,1956,Vermont,62,63.4,-72.66264936,44.07519583
3787,7,1956,Virginia,72.6,72.8,-78.81225447,37.51502389
3788,7,1956,Washington,60.4,60.8,-120.4468664,47.38096888
3789,7,1956,West Virginia,69.2,69.9,-80.61371197,38.64259874
3790,7,1956,Wisconsin,66.2,66.5,-90.01169426,44.63803019
3791,7,1956,Wyoming,63.4,61.5,-107.5514541,42.99964203
3792,8,1956,Alabama,79.8,79.6,-86.82837194,32.78983219
3793,8,1956,Arizona,77.2,78.7,-111.6644183,34.29310987
3794,8,1956,Arkansas,81.2,79.8,-92.43926766,34.89974533
3795,8,1956,California,72.8,74.3,-119.610699,37.24607067
3796,8,1956,Colorado,64.9,66.2,-105.5478247,38.99855182
3797,8,1956,Connecticut,68.2,69.6,-72.72570604,41.62028634
3798,8,1956,Delaware,73.7,74.6,-75.40040409,38.88701645
3799,8,1956,Florida,81.1,81,-81.79746387,28.62843926
3800,8,1956,Georgia,79.6,79.4,-83.44634183,32.64922907
3801,8,1956,Idaho,63.6,64.3,-114.6593823,44.08908951
3802,8,1956,Illinois,73.9,74.4,-89.19839676,40.06504091
3803,8,1956,Indiana,72.8,73.4,-86.27563973,39.90814123
3804,8,1956,Iowa,71.9,72.6,-93.50006496,42.07462688
3805,8,1956,Kansas,79.8,78.1,-98.38021317,38.48470815
3806,8,1956,Kentucky,75,75.5,-85.29045609,37.52666746
3807,8,1956,Louisiana,81.9,81.7,-92.58566202,31.05840696
3808,8,1956,Maine,61.2,64.1,-69.22664746,45.37143349
3809,8,1956,Maryland,73.2,74.2,-76.77245461,39.0369223
3810,8,1956,Massachusetts,67.4,68.6,-71.79863942,42.2533024
3811,8,1956,Michigan,65.2,67,-85.43716696,44.35068131
3812,8,1956,Minnesota,65.6,67.6,-94.30901265,46.31633293
3813,8,1956,Mississippi,81.2,80.6,-89.66521368,32.75086663
3814,8,1956,Missouri,77.5,76.8,-92.47741016,38.36761316
3815,8,1956,Montana,63.6,64.9,-109.6451486,47.03353642
3816,8,1956,Nebraska,73,73.4,-99.81080907,41.52714896
3817,8,1956,Nevada,69.4,71.1,-116.6552255,39.35623735
3818,8,1956,New Hampshire,63,65.2,-71.57759415,43.68563175
3819,8,1956,New Jersey,71.1,72.5,-74.66075411,40.18442736
3820,8,1956,New Mexico,71.3,71.8,-106.1083886,34.42137076
3821,8,1956,New York,65.4,67.2,-75.50311828,42.94039011
3822,8,1956,North Carolina,76.4,76.2,-79.37237975,35.54153412
3823,8,1956,North Dakota,66,68,-100.4693211,47.44633852
3824,8,1956,Ohio,71,71.9,-82.7900612,40.29145221
3825,8,1956,Oklahoma,84.2,81.3,-97.50829271,35.58348565
3826,8,1956,Oregon,64.4,64.4,-120.5554134,43.93664816
3827,8,1956,Pennsylvania,67.7,69.4,-77.79955956,40.87383785
3828,8,1956,Rhode Island,68.8,69.5,-71.55361205,41.67608139
3829,8,1956,South Carolina,80.1,79.3,-80.89613969,33.90797425
3830,8,1956,South Dakota,69.8,71.6,-100.2305075,44.4361607
3831,8,1956,Tennessee,77,76.5,-86.34338037,35.84298709
3832,8,1956,Texas,83.6,82,-99.35069715,31.48446438
3833,8,1956,Utah,69.2,70.5,-111.6782164,39.32379475
3834,8,1956,Vermont,62.6,64.7,-72.66264936,44.07519583
3835,8,1956,Virginia,73.7,73.9,-78.81225447,37.51502389
3836,8,1956,Washington,64.5,63.8,-120.4468664,47.38096888
3837,8,1956,West Virginia,70.3,71.1,-80.61371197,38.64259874
3838,8,1956,Wisconsin,65.7,67.7,-90.01169426,44.63803019
3839,8,1956,Wyoming,62.9,64.3,-107.5514541,42.99964203
3840,9,1956,Alabama,76.1,77,-86.82837194,32.78983219
3841,9,1956,Arizona,75.8,75,-111.6644183,34.29310987
3842,9,1956,Arkansas,76.8,76.1,-92.43926766,34.89974533
3843,9,1956,California,70.8,71.1,-119.610699,37.24607067
3844,9,1956,Colorado,61.6,61.3,-105.5478247,38.99855182
3845,9,1956,Connecticut,63.1,65,-72.72570604,41.62028634
3846,9,1956,Delaware,69.4,70.6,-75.40040409,38.88701645
3847,9,1956,Florida,79.4,80.1,-81.79746387,28.62843926
3848,9,1956,Georgia,75.9,76.8,-83.44634183,32.64922907
3849,9,1956,Idaho,58.6,59.2,-114.6593823,44.08908951
3850,9,1956,Illinois,69.8,69.8,-89.19839676,40.06504091
3851,9,1956,Indiana,68,69,-86.27563973,39.90814123
3852,9,1956,Iowa,67.1,67.2,-93.50006496,42.07462688
3853,9,1956,Kansas,76.1,72.9,-98.38021317,38.48470815
3854,9,1956,Kentucky,70.2,71.8,-85.29045609,37.52666746
3855,9,1956,Louisiana,78.8,79.4,-92.58566202,31.05840696
3856,9,1956,Maine,56,59,-69.22664746,45.37143349
3857,9,1956,Maryland,68.5,70.1,-76.77245461,39.0369223
3858,9,1956,Massachusetts,62.2,64,-71.79863942,42.2533024
3859,9,1956,Michigan,60.2,62.1,-85.43716696,44.35068131
3860,9,1956,Minnesota,59.8,61.5,-94.30901265,46.31633293
3861,9,1956,Mississippi,77,77.6,-89.66521368,32.75086663
3862,9,1956,Missouri,73.7,72.1,-92.47741016,38.36761316
3863,9,1956,Montana,58.5,58.9,-109.6451486,47.03353642
3864,9,1956,Nebraska,68.4,67.6,-99.81080907,41.52714896
3865,9,1956,Nevada,65.8,65.9,-116.6552255,39.35623735
3866,9,1956,New Hampshire,57.7,60.3,-71.57759415,43.68563175
3867,9,1956,New Jersey,66.9,68.3,-74.66075411,40.18442736
3868,9,1956,New Mexico,68.6,67.6,-106.1083886,34.42137076
3869,9,1956,New York,60.4,62.4,-75.50311828,42.94039011
3870,9,1956,North Carolina,72,72.9,-79.37237975,35.54153412
3871,9,1956,North Dakota,60,61.6,-100.4693211,47.44633852
3872,9,1956,Ohio,65.8,67.7,-82.7900612,40.29145221
3873,9,1956,Oklahoma,80.6,77,-97.50829271,35.58348565
3874,9,1956,Oregon,60.4,60.6,-120.5554134,43.93664816
3875,9,1956,Pennsylvania,62.8,65,-77.79955956,40.87383785
3876,9,1956,Rhode Island,64,65.3,-71.55361205,41.67608139
3877,9,1956,South Carolina,75.5,76.2,-80.89613969,33.90797425
3878,9,1956,South Dakota,64.4,65.3,-100.2305075,44.4361607
3879,9,1956,Tennessee,72.3,73.1,-86.34338037,35.84298709
3880,9,1956,Texas,80.6,78.9,-99.35069715,31.48446438
3881,9,1956,Utah,65.4,65,-111.6782164,39.32379475
3882,9,1956,Vermont,57.4,59.7,-72.66264936,44.07519583
3883,9,1956,Virginia,68.9,70.1,-78.81225447,37.51502389
3884,9,1956,Washington,60.2,60.2,-120.4468664,47.38096888
3885,9,1956,West Virginia,65.6,67.4,-80.61371197,38.64259874
3886,9,1956,Wisconsin,60.6,62.2,-90.01169426,44.63803019
3887,9,1956,Wyoming,58.4,58.5,-107.5514541,42.99964203
3888,10,1956,Alabama,68.6,69.3,-86.82837194,32.78983219
3889,10,1956,Arizona,68.2,66.5,-111.6644183,34.29310987
3890,10,1956,Arkansas,68.7,67.3,-92.43926766,34.89974533
3891,10,1956,California,63.8,64,-119.610699,37.24607067
3892,10,1956,Colorado,54.2,52,-105.5478247,38.99855182
3893,10,1956,Connecticut,54.6,56.2,-72.72570604,41.62028634
3894,10,1956,Delaware,61.6,61.9,-75.40040409,38.88701645
3895,10,1956,Florida,74.7,75.7,-81.79746387,28.62843926
3896,10,1956,Georgia,68.4,69.4,-83.44634183,32.64922907
3897,10,1956,Idaho,49,49.4,-114.6593823,44.08908951
3898,10,1956,Illinois,62.9,60.4,-89.19839676,40.06504091
3899,10,1956,Indiana,61.2,59.8,-86.27563973,39.90814123
3900,10,1956,Iowa,60,57.2,-93.50006496,42.07462688
3901,10,1956,Kansas,67.2,62.6,-98.38021317,38.48470815
3902,10,1956,Kentucky,63.1,62.8,-85.29045609,37.52666746
3903,10,1956,Louisiana,72.6,72.4,-92.58566202,31.05840696
3904,10,1956,Maine,48.2,49.5,-69.22664746,45.37143349
3905,10,1956,Maryland,60.7,61.4,-76.77245461,39.0369223
3906,10,1956,Massachusetts,53.4,55.2,-71.79863942,42.2533024
3907,10,1956,Michigan,53.7,53,-85.43716696,44.35068131
3908,10,1956,Minnesota,52.6,51,-94.30901265,46.31633293
3909,10,1956,Mississippi,69.7,69.8,-89.66521368,32.75086663
3910,10,1956,Missouri,66,62.6,-92.47741016,38.36761316
3911,10,1956,Montana,49.4,48.6,-109.6451486,47.03353642
3912,10,1956,Nebraska,60.2,56.8,-99.81080907,41.52714896
3913,10,1956,Nevada,56.4,56.2,-116.6552255,39.35623735
3914,10,1956,New Hampshire,49.4,51.2,-71.57759415,43.68563175
3915,10,1956,New Jersey,58.6,59.4,-74.66075411,40.18442736
3916,10,1956,New Mexico,61.6,59.2,-106.1083886,34.42137076
3917,10,1956,New York,52.4,53.5,-75.50311828,42.94039011
3918,10,1956,North Carolina,64.8,64.9,-79.37237975,35.54153412
3919,10,1956,North Dakota,50.8,50.1,-100.4693211,47.44633852
3920,10,1956,Ohio,58.8,58.7,-82.7900612,40.29145221
3921,10,1956,Oklahoma,71.4,67.4,-97.50829271,35.58348565
3922,10,1956,Oregon,52,52.6,-120.5554134,43.93664816
3923,10,1956,Pennsylvania,55.2,56.2,-77.79955956,40.87383785
3924,10,1956,Rhode Island,55.4,57,-71.55361205,41.67608139
3925,10,1956,South Carolina,67.8,68.5,-80.89613969,33.90797425
3926,10,1956,South Dakota,56.3,54,-100.2305075,44.4361607
3927,10,1956,Tennessee,64.8,64.5,-86.34338037,35.84298709
3928,10,1956,Texas,73.6,71,-99.35069715,31.48446438
3929,10,1956,Utah,56.4,54.7,-111.6782164,39.32379475
3930,10,1956,Vermont,49.2,50.7,-72.66264936,44.07519583
3931,10,1956,Virginia,61.4,61.6,-78.81225447,37.51502389
3932,10,1956,Washington,51.2,52.1,-120.4468664,47.38096888
3933,10,1956,West Virginia,58.8,58.9,-80.61371197,38.64259874
3934,10,1956,Wisconsin,53.9,52.4,-90.01169426,44.63803019
3935,10,1956,Wyoming,50,48,-107.5514541,42.99964203
3936,11,1956,Alabama,58,58.7,-86.82837194,32.78983219
3937,11,1956,Arizona,53.6,55.1,-111.6644183,34.29310987
3938,11,1956,Arkansas,56.9,55.8,-92.43926766,34.89974533
3939,11,1956,California,53.6,54.5,-119.610699,37.24607067
3940,11,1956,Colorado,39,40,-105.5478247,38.99855182
3941,11,1956,Connecticut,46.2,45.5,-72.72570604,41.62028634
3942,11,1956,Delaware,51.8,51,-75.40040409,38.88701645
3943,11,1956,Florida,66.9,68.2,-81.79746387,28.62843926
3944,11,1956,Georgia,58.6,59.2,-83.44634183,32.64922907
3945,11,1956,Idaho,35.2,37.9,-114.6593823,44.08908951
3946,11,1956,Illinois,50.3,47.7,-89.19839676,40.06504091
3947,11,1956,Indiana,49.7,47.5,-86.27563973,39.90814123
3948,11,1956,Iowa,46.4,43.5,-93.50006496,42.07462688
3949,11,1956,Kansas,51.8,49.3,-98.38021317,38.48470815
3950,11,1956,Kentucky,52.2,51.2,-85.29045609,37.52666746
3951,11,1956,Louisiana,62.7,62.4,-92.58566202,31.05840696
3952,11,1956,Maine,39.1,38.3,-69.22664746,45.37143349
3953,11,1956,Maryland,50.8,50.3,-76.77245461,39.0369223
3954,11,1956,Massachusetts,45.2,44.7,-71.79863942,42.2533024
3955,11,1956,Michigan,43.7,41,-85.43716696,44.35068131
3956,11,1956,Minnesota,40.2,36.4,-94.30901265,46.31633293
3957,11,1956,Mississippi,59.2,59.1,-89.66521368,32.75086663
3958,11,1956,Missouri,52.8,50.4,-92.47741016,38.36761316
3959,11,1956,Montana,37.2,36.4,-109.6451486,47.03353642
3960,11,1956,Nebraska,45.6,43.3,-99.81080907,41.52714896
3961,11,1956,Nevada,42.6,44.8,-116.6552255,39.35623735
3962,11,1956,New Hampshire,40.8,40,-71.57759415,43.68563175
3963,11,1956,New Jersey,49.2,48.5,-74.66075411,40.18442736
3964,11,1956,New Mexico,47.2,48.1,-106.1083886,34.42137076
3965,11,1956,New York,43.5,42.2,-75.50311828,42.94039011
3966,11,1956,North Carolina,54.8,54.5,-79.37237975,35.54153412
3967,11,1956,North Dakota,37.9,35.2,-100.4693211,47.44633852
3968,11,1956,Ohio,48.6,46.9,-82.7900612,40.29145221
3969,11,1956,Oklahoma,56.4,55.1,-97.50829271,35.58348565
3970,11,1956,Oregon,41,42.9,-120.5554134,43.93664816
3971,11,1956,Pennsylvania,45.9,45,-77.79955956,40.87383785
3972,11,1956,Rhode Island,47.2,46.7,-71.55361205,41.67608139
3973,11,1956,South Carolina,58,58.1,-80.89613969,33.90797425
3974,11,1956,South Dakota,42.2,39.8,-100.2305075,44.4361607
3975,11,1956,Tennessee,53.8,53.1,-86.34338037,35.84298709
3976,11,1956,Texas,60.8,60.3,-99.35069715,31.48446438
3977,11,1956,Utah,40.4,42.4,-111.6782164,39.32379475
3978,11,1956,Vermont,40.2,39.1,-72.66264936,44.07519583
3979,11,1956,Virginia,51.2,50.8,-78.81225447,37.51502389
3980,11,1956,Washington,39.6,41.9,-120.4468664,47.38096888
